"","x"
"1",0
"2",0.0167000147598778
"3",0.0968241764298641
"4",0.19715613147519
"5",0.24263900596502
"6",0.24483229989026
"7",0.225104510868457
"8",0.19605309754306
"9",0.164794737094911
"10",0.135088719310138
"11",0.108689340919493
"12",0.0861954584787002
"13",0.0675751924166868
"14",0.0524829057003897
"15",0.0404449550917736
"16",0.0476637984628542
"17",0.103696343105362
"18",0.134889894809027
"19",0.139078496065993
"20",0.146049699222275
"21",0.193587089910114
"22",0.212869487534383
"23",0.20444637804139
"24",0.182827526999333
"25",0.156424613425638
"26",0.129867251338515
"27",0.105492036660965
"28",0.0842858091310547
"29",0.0664740760305997
"30",0.0685811431510682
"31",0.120269059453209
"32",0.147872595098435
"33",0.149155283024569
"34",0.170511095822447
"35",0.27965052596448
"36",0.334421170633556
"37",0.350176340397121
"38",0.401458339864228
"39",0.494799533134092
"40",0.624380879574044
"41",0.676793672144057
"42",0.702003995197867
"43",0.68353116685665
"44",0.689284271304092
"45",0.701892983354544
"46",0.693814658852208
"47",0.760376275006488
"48",0.809349851966502
"49",0.776989335560938
"50",0.711362017629243
"51",0.674376444518617
"52",0.627041471831266
"53",0.623118658732143
"54",0.636502766943198
"55",0.651078015453666
"56",0.772408769107885
"57",0.803275693015651
"58",0.750459393297109
"59",0.693514579580553
"60",0.718867265844289
"61",0.694226508735765
"62",0.622822416590478
"63",0.534008096702986
"64",0.444010053418322
"65",0.377774599515386
"66",0.385563561667879
"67",0.425033903007235
"68",0.420590670520995
"69",0.382592850567107
"70",0.381078249379112
"71",0.55069221400976
"72",0.770978135864017
"73",0.969386299660924
"74",1.08346472151361
"75",1.13362037245623
"76",1.14741992796925
"77",1.14180004379013
"78",1.14361396122898
"79",1.20546943842501
"80",1.33749025792862
"81",1.65652980034101
"82",2.20206538483828
"83",2.67083200211058
"84",2.7948756514883
"85",2.64800681354786
"86",2.42220497112316
"87",2.18788453782873
"88",1.95253610603711
"89",1.6802342266452
"90",1.40065969152572
"91",1.17461070293139
"92",1.074180892323
"93",0.989598159966451
"94",0.975919738836986
"95",0.926531717283075
"96",0.879413538497138
"97",0.792855804507443
"98",0.715380750894286
"99",0.728574104502877
"100",0.713707681585079
"101",0.735416900804426
"102",0.808576336477117
"103",0.817005765887379
"104",0.808217420694456
"105",0.76364888932584
"106",0.732792024309384
"107",0.683564372718078
"108",0.657183161192333
"109",0.633334572860051
"110",0.71382731551116
"111",0.830217189481454
"112",0.841809750392729
"113",0.776035218129211
"114",0.677010443467275
"115",0.56972154123188
"116",0.467413603309706
"117",0.376309923260737
"118",0.29857998187044
"119",0.23417434553493
"120",0.181934380589768
"121",0.156943523702274
"122",0.187517119982361
"123",0.198805089624847
"124",0.187568153157942
"125",0.182674126484602
"126",0.221142184492669
"127",0.233529715390788
"128",0.219889391059166
"129",0.227738991760212
"130",0.325232354331678
"131",0.370281235621601
"132",0.361407369518462
"133",0.359610390551415
"134",0.441043601917407
"135",0.468180204336622
"136",0.458688804617381
"137",0.471370371795355
"138",0.449529424626307
"139",0.450436249625149
"140",0.581965812061052
"141",0.650850578043342
"142",0.686544095306732
"143",0.657949486622752
"144",0.604335694929401
"145",0.58248310435691
"146",0.550559631953491
"147",0.544176985976569
"148",0.556677857006672
"149",0.701697205266258
"150",0.8069317233752
"151",0.803020455454768
"152",0.73275593666925
"153",0.635158007511989
"154",0.532145334526576
"155",0.451880050925888
"156",0.463023830407609
"157",0.554052316558383
"158",0.609802863835043
"159",0.698854026840858
"160",0.724584332888617
"161",0.732338353852036
"162",0.702525470302437
"163",0.717672697208408
"164",0.789045528007258
"165",0.798239019008999
"166",0.791430372401192
"167",0.732583323665622
"168",0.657439563530861
"169",0.636966042462605
"170",0.640864895697639
"171",0.600209007377903
"172",0.595558167348761
"173",0.785118254962168
"174",0.967602857722957
"175",1.19159238044856
"176",1.46815653532045
"177",1.93451661932462
"178",2.20019759299847
"179",2.17020865165472
"180",1.98725755210281
"181",1.81624806705212
"182",1.81763969503941
"183",2.1495599393809
"184",2.50921296692371
"185",2.79984935887363
"186",2.99133517626977
"187",3.14463603207563
"188",3.22115330390344
"189",3.22404202798174
"190",3.11656403357872
"191",2.96128403785691
"192",2.95907817257043
"193",2.91205902465273
"194",2.79420318658367
"195",2.6277364364622
"196",2.58546582779699
"197",2.76252745660571
"198",3.08146925603342
"199",3.3434670583468
"200",3.51411824430421
"201",3.51782554839464
"202",3.27284714649301
"203",2.92797797773584
"204",2.517721936708
"205",2.1477676790012
"206",2.01559817853435
"207",2.08945376746668
"208",2.18247823140516
"209",2.152395991809
"210",2.1060906746932
"211",2.24801691810773
"212",2.37358177506221
"213",2.34357319985437
"214",2.21423823366939
"215",2.04603804796663
"216",1.87264118978602
"217",1.72808923335722
"218",1.65007567149077
"219",1.55082246664688
"220",1.38100406060453
"221",1.19501552542979
"222",1.07318757428573
"223",1.00581649495997
"224",0.988215279026282
"225",1.0368528024793
"226",1.07002424372212
"227",1.06402523842604
"228",0.982405531875163
"229",0.891282788327232
"230",0.899361683274083
"231",0.940562858832106
"232",1.00606940430316
"233",0.977160018604361
"234",0.879545285412321
"235",0.755737037678147
"236",0.629314577518892
"237",0.529036084548045
"238",0.490173572148984
"239",0.440869854945748
"240",0.395334772029415
"241",0.39531971728804
"242",0.37357934829325
"243",0.347599633850493
"244",0.361457786127087
"245",0.366259157658652
"246",0.393985148032024
"247",0.40297948838435
"248",0.429685345689958
"249",0.418430157028731
"250",0.393895176725734
"251",0.40453867048687
"252",0.387361057327198
"253",0.345797447371201
"254",0.295523429024223
"255",0.245154077577108
"256",0.199022108751784
"257",0.158941440200687
"258",0.125307423562609
"259",0.114469902396158
"260",0.155758528399068
"261",0.191824724929199
"262",0.283479860691391
"263",0.430184891651423
"264",0.507710832974783
"265",0.593308066300324
"266",0.710614678528992
"267",0.766229317820562
"268",0.925401557455239
"269",1.23266718992673
"270",1.34149506219013
"271",1.28203433234574
"272",1.14313259661283
"273",0.992875810624515
"274",0.906169274549809
"275",0.870628852871968
"276",0.863800095900333
"277",0.855262176414873
"278",0.806828174623846
"279",0.787061064247959
"280",0.778547106652266
"281",0.736649076301715
"282",0.709431676754306
"283",0.664018630144562
"284",0.708014909901032
"285",0.924316729364108
"286",1.09168940584734
"287",1.25777582205006
"288",1.44401994022429
"289",1.50680823942818
"290",1.45545537773098
"291",1.50230567139262
"292",1.72082486036275
"293",1.80005369806198
"294",1.73202676278238
"295",1.68018521967818
"296",1.64158907479413
"297",1.71397552080876
"298",1.80958401509054
"299",1.73933879251528
"300",1.57285283850653
"301",1.41196751827559
"302",1.22300823991344
"303",1.02415108074887
"304",0.853936637900126
"305",0.752340327439085
"306",0.665953766422375
"307",0.622427175944571
"308",0.559534298948834
"309",0.497085270340878
"310",0.513326404035665
"311",0.619333646350752
"312",0.716811316959946
"313",0.773130434032283
"314",0.764229639815348
"315",0.751222921216186
"316",0.692683838160538
"317",0.604388574703852
"318",0.525364119546763
"319",0.514178611163906
"320",0.53318488674675
"321",0.509271400122689
"322",0.47065875308141
"323",0.501108285249623
"324",0.598583724174151
"325",0.62037976575998
"326",0.578562192176977
"327",0.508359519226236
"328",0.42988206508521
"329",0.353928810727299
"330",0.302404629184768
"331",0.307287810007602
"332",0.29549446181855
"333",0.264449430674781
"334",0.226375165273302
"335",0.188010928504197
"336",0.152764802165643
"337",0.155482066822581
"338",0.273247985548089
"339",0.389357888412457
"340",0.443118271012523
"341",0.505576014650188
"342",0.57896898592417
"343",0.634914402144839
"344",0.620881800918421
"345",0.577730063055833
"346",0.563390955447281
"347",0.553561893211796
"348",0.614475450451719
"349",0.616562831354723
"350",0.565178542877961
"351",0.491313972845355
"352",0.412449521840471
"353",0.337785510449652
"354",0.271581907509923
"355",0.215256525451959
"356",0.16868023429413
"357",0.164358685922842
"358",0.294537908351003
"359",0.488230818701507
"360",0.657574007904063
"361",0.894960827418217
"362",1.31087643930391
"363",1.76023181839198
"364",2.19297474918998
"365",2.6537230597785
"366",3.07418592672974
"367",3.2183462885859
"368",3.33820935583549
"369",3.56118660477527
"370",3.908390969822
"371",4.19927794537496
"372",4.4467868723174
"373",4.78108169384662
"374",5.1773425375344
"375",5.53677648966168
"376",5.98242910239088
"377",6.17164386659394
"378",5.86950500035806
"379",5.2806141554715
"380",4.8221649839338
"381",4.62951050335946
"382",4.32886236990255
"383",4.05789589032641
"384",3.93847753640784
"385",4.0301060983786
"386",4.19355267090073
"387",4.27656196862576
"388",4.4522124343114
"389",4.5375688592333
"390",4.53469833735145
"391",4.50447125901067
"392",4.5028482083283
"393",4.42104996235289
"394",4.10799826532919
"395",3.63006813977275
"396",3.13789368932657
"397",2.63586161875981
"398",2.22650728437061
"399",2.07423669872216
"400",1.95882357452244
"401",1.85914056002752
"402",1.67477182579665
"403",1.47320182762767
"404",1.3763557486595
"405",1.30762724338599
"406",1.23027977080449
"407",1.11541491339775
"408",1.01936076572921
"409",0.896339057851026
"410",0.775062608766933
"411",0.721434760616883
"412",0.70151218425368
"413",0.643744399588709
"414",0.560003947557171
"415",0.470343023814662
"416",0.385337151409238
"417",0.30989905007068
"418",0.279080296057522
"419",0.352803313081569
"420",0.400280125344362
"421",0.446538490853258
"422",0.443663342121172
"423",0.404486910564542
"424",0.367117104094912
"425",0.390296443129752
"426",0.437085733918433
